stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2,2,1.06,0.030,1.06,912.08,912.08,0.51,46.96,548.58,46.561,548.58,46.561,0.51,46.96,541.86,45.840,541.86,45.840
Average,2:2,3,1.57,0.191,1.57,1511.72,1511.72,1.12,74.24,1139.83,72.899,1139.83,72.899,1.12,74.24,1182.41,76.340,1182.41,76.340
Average,2:2,4,1.96,0.303,1.96,1851.71,1851.71,1.45,74.74,1478.81,79.084,1478.81,79.084,1.45,74.74,1478.35,78.811,1478.35,78.811
Average,2:2,5,2.30,0.369,2.30,2254.18,2254.18,1.90,84.09,1902.95,83.749,1902.95,83.749,1.90,84.09,1873.72,82.940,1873.72,82.940
Average,2:2,10,5.06,0.664,5.06,4830.34,4830.34,4.51,89.59,4496.54,93.052,4496.54,93.052,4.51,89.59,4472.96,92.620,4472.96,92.620
Average,2:2,15,7.54,0.761,7.54,7400.86,7400.86,7.06,93.76,7077.44,95.464,7077.44,95.464,7.06,93.76,7072.89,95.477,7072.89,95.477
Average,2:2,25,12.57,0.851,12.57,12453.25,12453.25,11.96,95.08,11938.42,95.759,11938.42,95.759,11.96,95.08,11979.49,96.107,11979.49,96.107
Average,2:2,50,25.36,0.923,25.36,25495.59,25495.59,24.87,98.08,25094.92,98.400,25094.92,98.400,24.87,98.08,25106.29,98.442,25106.29,98.442
Average,2:2,100,49.87,0.960,49.87,49114.07,49114.07,49.39,99.02,48753.92,99.261,48753.92,99.261,49.39,99.02,48758.84,99.271,48758.84,99.271
Average,2:2,500,248.15,0.991,248.15,248162.67,248162.67,247.63,99.79,247754.12,99.835,247754.12,99.835,247.63,99.79,247820.73,99.862,247820.73,99.862
Average,2:2,1000,500.75,0.996,500.75,501181.79,501181.79,500.12,99.87,500758.57,99.915,500758.57,99.915,500.12,99.87,500764.17,99.916,500764.17,99.916
Average,2:2,2000,1000.00,0.998,1000.00,998532.11,998532.11,999.42,99.94,998072.03,99.953,998072.03,99.953,999.42,99.94,998154.60,99.962,998154.60,99.962
Average,2:2,5000,2504.72,0.999,2504.72,2502549.23,2502549.23,2504.12,99.97,2502116.97,99.982,2502116.97,99.982,2504.12,99.97,2502170.31,99.984,2502170.31,99.984
