stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:3:2:1,2,0.90,0.000,0.90,238347.96,238347.96,0.12,12.12,41267.78,11.754,41267.78,11.754,0.12,12.12,41267.78,11.754,41267.78,11.754
Average,4:3:2:1,3,1.18,0.060,1.18,573316.27,573316.27,0.54,45.45,409133.05,47.465,409133.05,47.465,0.54,45.45,425975.23,46.294,425975.23,46.294
Average,4:3:2:1,4,1.48,0.161,1.48,510343.69,510343.69,0.90,63.63,314822.05,67.725,314822.05,67.725,0.90,63.63,306899.80,64.189,306899.80,64.189
Average,4:3:2:1,5,1.87,0.277,1.87,1018053.06,1018053.06,1.21,62.12,782392.24,69.156,782392.24,69.156,1.24,65.15,795095.52,69.126,795095.52,69.126
Average,4:3:2:1,10,3.90,0.579,3.90,1981877.48,1981877.48,3.45,88.73,1841078.21,91.258,1841078.21,91.258,3.45,88.73,1819861.43,90.000,1819861.43,90.000
Average,4:3:2:1,15,6.09,0.713,6.09,3173893.96,3173893.96,5.36,87.79,2873899.19,91.007,2873899.19,91.007,5.39,88.13,2836989.33,90.736,2836989.33,90.736
Average,4:3:2:1,25,9.63,0.807,9.63,5163320.87,5163320.87,9.18,95.05,5056089.22,95.933,5056089.22,95.933,9.21,95.48,5045908.21,95.783,5045908.21,95.783
Average,4:3:2:1,50,19.60,0.900,19.60,10100170.96,10100170.96,18.87,96.24,9866529.29,97.451,9866529.29,97.451,18.90,96.40,9818244.53,97.361,9818244.53,97.361
Average,4:3:2:1,100,39.69,0.949,39.69,21524224.81,21524224.81,38.90,97.95,21095132.04,98.527,21095132.04,98.527,39.06,98.34,21266275.19,98.814,21266275.19,98.814
Average,4:3:2:1,500,196.84,0.989,196.84,104932558.09,104932558.09,195.84,99.47,103876259.66,99.535,103876259.66,99.535,196.36,99.75,104651141.30,99.779,104651141.30,99.779
Average,4:3:2:1,1000,394.42,0.994,394.45,209335313.15,209335313.15,392.84,99.58,208845279.98,99.661,208845279.98,99.661,393.87,99.85,209076959.37,99.886,209076959.37,99.886
Average,4:3:2:1,2000,629.63,0.785,629.66,318398444.42,318398444.42,627.06,78.45,315000692.07,78.534,315000692.07,78.534,629.15,78.72,318172139.67,78.740,318172139.67,78.740
Average,4:3:2:1,5000,70.21,0.030,70.21,25321210.78,25321210.78,70.06,3.02,25307839.33,3.028,25307839.33,3.028,70.18,3.02,25313188.30,3.029,25313188.30,3.029
