stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,0.27,0.000,0.27,155681.90,155681.90,0.03,3.03,101787.60,3.030,101787.60,3.030,0.03,3.03,101787.60,3.030,101787.60,3.030
Average,1:2:2,3,0.69,0.030,0.69,125514.21,125514.21,0.27,21.21,58253.78,22.202,58253.78,22.202,0.27,21.21,58564.56,22.348,58564.56,22.348
Average,1:2:2,4,0.72,0.050,0.72,57798.51,57798.51,0.48,36.36,49661.96,36.438,49661.96,36.438,0.48,36.36,49890.77,37.916,49890.77,37.916
Average,1:2:2,5,1.03,0.106,1.03,173065.27,173065.27,0.69,43.93,155764.42,43.887,155764.42,43.887,0.69,43.93,156610.99,46.909,156610.99,46.909
Average,1:2:2,10,2.30,0.326,2.30,416719.18,416719.18,1.90,68.08,391425.04,71.542,391425.04,71.542,1.90,68.08,393326.26,72.728,393326.26,72.728
Average,1:2:2,15,3.33,0.428,3.33,698922.60,698922.60,3.00,76.33,676246.97,77.488,676246.97,77.488,3.00,76.33,693174.08,79.201,693174.08,79.201
Average,1:2:2,25,5.60,0.595,5.60,803936.12,803936.12,5.18,85.88,789106.65,88.788,789106.65,88.788,5.24,87.19,795769.17,91.507,795769.17,91.507
Average,1:2:2,50,11.72,0.766,11.72,2330074.30,2330074.30,11.27,92.44,2194161.27,93.110,2194161.27,93.110,11.33,92.92,2316462.86,94.825,2316462.86,94.825
Average,1:2:2,100,23.87,0.865,23.87,4173818.03,4173818.03,23.24,92.96,4121213.53,94.745,4121213.53,94.745,23.36,93.66,4167221.79,95.491,4167221.79,95.491
Average,1:2:2,500,118.93,0.945,118.93,19924916.51,19924916.51,118.15,96.15,19883115.10,96.421,19883115.10,96.421,118.45,96.48,19911898.02,96.740,19911898.02,96.740
Average,1:2:2,1000,240.12,0.957,240.12,42689698.03,42689698.03,238.81,96.19,42342178.15,96.055,42342178.15,96.055,239.57,96.60,42674874.01,96.821,42674874.01,96.821
Average,1:2:2,2000,476.69,0.963,476.72,81717055.90,81717055.90,475.45,96.66,81489581.35,96.783,81489581.35,96.783,476.21,96.83,81709974.04,96.911,81709974.04,96.911
Average,1:2:2,5000,791.54,0.604,791.60,111076959.18,111076959.18,790.06,60.46,110884748.76,60.505,110884748.76,60.505,791.39,60.58,111074057.34,60.599,111074057.34,60.599
