stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:2:1,2,0.99,0.707,0.99,324675.52,324675.52,0.31,30.15,151919.53,30.065,151919.53,30.065,0.31,30.15,148262.89,28.789,148262.89,28.789
Average,3:2:1,3,1.46,15.656,1.46,463967.38,463967.38,0.86,61.51,321759.55,68.893,321759.55,68.893,0.86,61.51,292883.80,64.502,292883.80,64.502
Average,3:2:1,4,1.96,30.656,1.96,628473.56,628473.56,1.36,71.06,549776.28,80.996,549776.28,80.996,1.36,71.06,491614.63,75.826,491614.63,75.826
Average,3:2:1,5,2.49,41.323,2.49,776691.21,776691.21,1.90,77.42,656586.55,85.419,656586.55,85.419,1.90,77.42,609549.22,81.874,609549.22,81.874
Average,3:2:1,10,4.89,65.524,4.89,1604961.36,1604961.36,4.31,88.51,1500114.31,92.847,1500114.31,92.847,4.31,88.51,1450453.70,91.052,1450453.70,91.052
Average,3:2:1,15,7.55,76.381,7.55,2530394.36,2530394.36,6.94,92.02,2436131.19,95.681,2436131.19,95.681,6.94,92.02,2361722.11,94.201,2361722.11,94.201
Average,3:2:1,25,12.37,84.945,12.37,4224722.78,4224722.78,11.78,95.29,4125507.09,97.264,4125507.09,97.264,11.78,95.27,4072417.50,96.461,4072417.50,96.461
Average,3:2:1,50,24.90,92.253,24.91,8676265.25,8676265.25,24.38,97.88,8584018.15,98.814,8584018.15,98.814,24.38,97.87,8521063.80,98.402,8521063.80,98.402
Average,3:2:1,100,49.88,96.064,49.88,17291758.90,17291758.90,49.27,98.77,17217941.71,99.313,17217941.71,99.313,49.27,98.77,17151018.26,99.075,17151018.26,99.075
Average,3:2:1,500,249.96,99.202,249.97,85021717.64,85021717.64,249.36,99.75,84937967.07,99.866,84937967.07,99.866,249.36,99.75,84886832.36,99.828,84886832.36,99.828
Average,3:2:1,1000,499.24,99.600,499.29,171903886.98,171903886.98,498.71,99.89,171831912.72,99.938,171831912.72,99.938,498.71,99.88,171748063.48,99.913,171748063.48,99.913
