stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,1.01,3.030,1.01,154439.34,154439.34,0.61,56.96,119709.44,58.089,119709.44,58.089,0.61,56.96,119281.85,58.002,119281.85,58.002
Average,1:2:2,3,1.50,16.767,1.50,258337.68,258337.68,1.10,74.74,222944.28,79.944,222944.28,79.944,1.10,74.74,222622.82,79.862,222622.82,79.862
Average,1:2:2,4,1.94,29.393,1.94,345664.00,345664.00,1.56,81.81,314681.10,88.888,314681.10,88.888,1.56,81.81,314502.16,88.870,314502.16,88.870
Average,1:2:2,5,2.48,39.818,2.48,454412.54,454412.54,2.10,85.50,423193.06,91.963,423193.06,91.963,2.10,85.50,421828.73,91.710,421828.73,91.710
Average,1:2:2,10,4.95,65.511,4.95,956472.92,956472.92,4.55,92.33,923074.83,96.395,923074.83,96.395,4.55,92.33,923175.77,96.406,923175.77,96.406
Average,1:2:2,15,7.52,76.119,7.52,1450244.34,1450244.34,7.15,95.24,1418326.55,97.740,1418326.55,97.740,7.15,95.24,1418071.06,97.718,1418071.06,97.718
Average,1:2:2,25,12.54,85.062,12.54,2472470.16,2472470.16,12.16,97.02,2441302.46,98.713,2441302.46,98.713,12.16,97.02,2441569.09,98.725,2441569.09,98.725
Average,1:2:2,50,25.03,92.267,25.03,4962636.26,4962636.26,24.60,98.31,4927788.08,99.295,4927788.08,99.295,24.60,98.31,4927141.04,99.282,4927141.04,99.282
Average,1:2:2,100,49.92,96.059,49.92,9934674.99,9934674.99,49.55,99.24,9902705.58,99.675,9902705.58,99.675,49.55,99.24,9902260.55,99.670,9902260.55,99.670
Average,1:2:2,500,250.14,99.203,250.14,49952998.60,49952998.60,249.79,99.86,49923961.49,99.941,49923961.49,99.941,249.79,99.85,49923729.39,99.941,49923729.39,99.941
Average,1:2:2,1000,499.43,99.600,499.44,99811917.60,99811917.60,499.10,99.93,99783510.79,99.971,99783510.79,99.971,499.10,99.93,99782839.56,99.970,99782839.56,99.970
