stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3:4,2,0.96,1.414,0.96,871235.51,871235.51,0.64,62.42,804372.35,62.548,804372.35,62.548,0.64,62.42,803783.30,62.489,803783.30,62.489
Average,1:2:3:4,3,1.46,15.808,1.46,1491575.32,1491575.32,1.09,75.80,1399549.52,82.163,1399549.52,82.163,1.09,75.80,1400529.87,82.433,1400529.87,82.433
Average,1:2:3:4,4,1.89,27.676,1.89,1525338.82,1525338.82,1.57,85.15,1464486.73,91.819,1464486.73,91.819,1.57,85.15,1464378.45,91.672,1464378.45,91.672
Average,1:2:3:4,5,2.46,39.797,2.46,3023876.92,3023876.92,2.15,88.66,2970459.99,95.257,2970459.99,95.257,2.15,88.66,2971812.78,95.357,2971812.78,95.357
Average,1:2:3:4,10,4.97,65.762,4.97,5462587.03,5462587.03,4.61,93.01,5420466.51,97.801,5420466.51,97.801,4.61,93.01,5422277.02,97.871,5422277.02,97.871
Average,1:2:3:4,15,7.48,76.042,7.48,7686545.50,7686545.50,7.16,95.93,7639115.12,98.670,7639115.12,98.670,7.16,95.93,7638968.46,98.678,7638968.46,98.678
Average,1:2:3:4,25,12.39,84.906,12.39,12251020.95,12251020.95,12.06,97.42,12211066.06,99.239,12211066.06,99.239,12.06,97.42,12213442.85,99.270,12213442.85,99.270
Average,1:2:3:4,50,24.96,92.255,24.96,25122367.88,25122367.88,24.62,98.63,25063886.64,99.651,25063886.64,99.651,24.62,98.63,25062364.17,99.647,25062364.17,99.647
Average,1:2:3:4,100,50.10,96.076,50.10,51928494.52,51928494.52,49.80,99.39,51893292.79,99.852,51893292.79,99.852,49.80,99.39,51894589.80,99.853,51894589.80,99.853
Average,1:2:3:4,500,250.04,99.202,250.05,251856507.83,251856507.83,249.73,99.87,251812612.16,99.967,251812612.16,99.967,249.73,99.87,251814514.22,99.968,251814514.22,99.968
Average,1:2:3:4,1000,499.31,99.600,499.33,515724493.42,515724493.42,499.00,99.93,515682364.41,99.984,515682364.41,99.984,499.00,99.93,515681628.38,99.985,515681628.38,99.985
