stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:2:1,2,1.01,1.010,1.01,122509.90,122509.90,0.41,39.69,61993.80,39.040,61993.80,39.040,0.41,39.69,60944.64,38.483,60944.64,38.483
Average,3:2:1,3,1.47,15.858,1.47,190333.69,190333.69,0.93,68.18,139495.84,72.181,139495.84,72.181,0.93,68.18,139925.56,72.225,139925.56,72.225
Average,3:2:1,4,2.03,32.474,2.03,276837.43,276837.43,1.44,72.42,221282.91,79.369,221282.91,79.369,1.44,72.42,218151.27,78.107,218151.27,78.107
Average,3:2:1,5,2.50,41.343,2.50,349099.40,349099.40,1.93,78.53,292934.29,83.060,292934.29,83.060,1.93,78.53,292678.73,82.875,292678.73,82.875
Average,3:2:1,10,5.03,66.372,5.03,727439.74,727439.74,4.44,88.55,666495.44,91.462,666495.44,91.462,4.44,88.55,665418.62,91.320,665418.62,91.320
Average,3:2:1,15,7.62,76.580,7.62,1115835.63,1115835.63,7.00,92.02,1053011.53,94.358,1053011.53,94.358,7.00,92.02,1053103.72,94.334,1053103.72,94.334
Average,3:2:1,25,12.52,85.119,12.52,1850816.94,1850816.94,11.93,95.33,1789728.28,96.689,1789728.28,96.689,11.93,95.33,1789679.73,96.667,1789679.73,96.667
Average,3:2:1,50,24.98,92.278,24.98,3738099.59,3738099.59,24.43,97.79,3676363.73,98.338,3676363.73,98.338,24.43,97.79,3675532.41,98.315,3675532.41,98.315
Average,3:2:1,100,49.86,96.061,49.86,7450997.16,7450997.16,49.35,98.98,7392518.72,99.210,7392518.72,99.210,49.35,98.98,7392854.76,99.215,7392854.76,99.215
Average,3:2:1,500,250.16,99.203,250.16,37515835.22,37515835.22,249.56,99.76,37453814.16,99.835,37453814.16,99.835,249.56,99.76,37452842.89,99.832,37452842.89,99.832
Average,3:2:1,1000,500.02,99.600,500.02,75010699.08,75010699.08,499.43,99.88,74946159.01,99.913,74946159.01,99.913,499.43,99.88,74947350.00,99.915,74947350.00,99.915
