stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:2:6,2,1.00,0.202,1.00,909640.54,909640.54,0.48,47.87,484881.07,46.217,484881.07,46.217,0.48,47.87,475365.38,45.299,475365.38,45.299
Average,4:2:6,3,1.48,16.060,1.48,1257016.66,1257016.66,0.98,72.87,1036866.54,78.993,1036866.54,78.993,0.98,72.87,916726.81,73.758,916726.81,73.758
Average,4:2:6,4,2.02,33.282,2.02,1649259.71,1649259.71,1.55,77.37,1436968.28,82.212,1436968.28,82.212,1.55,77.37,1367721.72,79.598,1367721.72,79.598
Average,4:2:6,5,2.46,41.111,2.46,2155184.23,2155184.23,1.97,81.81,1922779.78,87.034,1922779.78,87.034,1.97,81.81,1800954.69,83.887,1800954.69,83.887
Average,4:2:6,10,4.93,65.994,4.93,4553407.38,4553407.38,4.43,90.20,4298577.18,93.138,4298577.18,93.138,4.43,90.20,4197637.31,91.414,4197637.31,91.414
Average,4:2:6,15,7.51,76.342,7.51,7196233.33,7196233.33,6.98,93.11,6981280.68,95.236,6981280.68,95.236,6.98,93.11,6858662.75,94.158,6858662.75,94.158
Average,4:2:6,25,12.46,85.087,12.46,11368034.03,11368034.03,11.95,96.02,11110993.34,97.211,11110993.34,97.211,11.95,96.02,10979488.85,96.537,10979488.85,96.537
Average,4:2:6,50,25.06,92.312,25.06,22749954.36,22749954.36,24.59,98.13,22550673.08,98.721,22550673.08,98.721,24.59,98.13,22444535.95,98.440,22444535.95,98.440
Average,4:2:6,100,49.98,96.073,49.98,44862916.12,44862916.12,49.44,98.93,44562456.62,99.296,44562456.62,99.296,49.44,98.93,44439683.31,99.107,44439683.31,99.107
Average,4:2:6,500,249.97,99.202,249.97,227801288.73,227801288.73,249.52,99.81,227576710.44,99.873,227576710.44,99.873,249.52,99.81,227451983.87,99.845,227451983.87,99.845
Average,4:2:6,1000,499.88,99.600,499.90,458108001.58,458108001.58,499.43,99.91,457902934.62,99.936,457902934.62,99.936,499.43,99.90,457771028.69,99.918,457771028.69,99.918
