stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:3:2:1,2,1.00,0.202,1.00,258625.96,258625.96,0.44,43.93,141295.31,43.135,141295.31,43.135,0.44,43.93,136665.74,41.766,136665.74,41.766
Average,4:3:2:1,3,1.46,15.454,1.46,398295.09,398295.09,0.97,73.93,298787.95,75.991,298787.95,75.991,0.97,73.93,297348.02,75.682,297348.02,75.682
Average,4:3:2:1,4,2.00,32.626,2.00,551047.63,551047.63,1.45,73.18,430723.86,77.198,430723.86,77.198,1.45,73.18,433150.19,77.737,433150.19,77.737
Average,4:3:2:1,5,2.47,41.212,2.47,693530.03,693530.03,1.91,79.04,572547.74,82.414,572547.74,82.414,1.91,79.04,574987.73,82.633,574987.73,82.633
Average,4:3:2:1,10,5.01,66.418,5.01,1460936.57,1460936.57,4.45,89.32,1339124.27,91.672,1339124.27,91.672,4.45,89.32,1338799.13,91.640,1338799.13,91.640
Average,4:3:2:1,15,7.53,76.424,7.53,2213588.95,2213588.95,6.92,92.10,2085503.28,94.205,2085503.28,94.205,6.92,92.10,2080956.53,94.000,2080956.53,94.000
Average,4:3:2:1,25,12.39,85.001,12.39,3677090.87,3677090.87,11.89,96.07,3562268.44,96.866,3562268.44,96.866,11.89,96.07,3561701.50,96.848,3561701.50,96.848
Average,4:3:2:1,50,24.99,92.291,24.99,7437547.21,7437547.21,24.40,97.63,7308150.92,98.259,7308150.92,98.259,24.40,97.63,7304679.30,98.213,7304679.30,98.213
Average,4:3:2:1,100,50.07,96.079,50.07,14993473.54,14993473.54,49.50,98.86,14864830.78,99.141,14864830.78,99.141,49.50,98.86,14862628.28,99.126,14862628.28,99.126
Average,4:3:2:1,500,249.57,99.201,249.57,74857191.52,74857191.52,249.03,99.78,74737814.08,99.840,74737814.08,99.840,249.03,99.78,74733636.10,99.834,74733636.10,99.834
Average,4:3:2:1,1000,500.11,99.600,500.12,149985034.72,149985034.72,499.54,99.88,149854473.14,99.912,149854473.14,99.912,499.54,99.88,149852633.60,99.911,149852633.60,99.911
