stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:2:6,2,0.99,0.000,0.99,363410.09,363410.09,0.51,51.21,208485.48,48.514,208485.48,48.514,0.51,51.21,208306.48,48.453,208306.48,48.453
Average,4:2:6,3,1.50,16.969,1.50,544206.82,544206.82,1.00,73.18,404079.27,75.089,404079.27,75.089,1.00,73.18,404960.93,74.963,404960.93,74.963
Average,4:2:6,4,1.98,32.424,1.98,759819.59,759819.59,1.46,74.39,593663.53,76.724,593663.53,76.724,1.46,74.39,594891.60,76.897,594891.60,76.897
Average,4:2:6,5,2.46,41.111,2.46,937913.23,937913.23,1.99,82.82,791502.71,84.431,791502.71,84.431,1.99,82.82,790012.20,84.222,790012.20,84.222
Average,4:2:6,10,4.96,66.184,4.96,1931450.07,1931450.07,4.43,89.59,1761272.98,91.097,1761272.98,91.097,4.43,89.59,1762555.19,91.168,1762555.19,91.168
Average,4:2:6,15,7.54,76.469,7.54,3011765.64,3011765.64,7.04,93.49,2840213.48,94.283,2840213.48,94.283,7.04,93.49,2842454.74,94.341,2842454.74,94.341
Average,4:2:6,25,12.53,85.182,12.53,4963384.31,4963384.31,12.04,96.12,4799340.58,96.687,4799340.58,96.687,12.04,96.12,4802018.45,96.735,4802018.45,96.735
Average,4:2:6,50,24.94,92.279,24.94,9951701.07,9951701.07,24.47,98.13,9792886.15,98.396,9792886.15,98.396,24.47,98.13,9796974.75,98.438,9796974.75,98.438
Average,4:2:6,100,50.04,96.077,50.04,19986605.70,19986605.70,49.53,98.98,19819344.35,99.162,19819344.35,99.162,49.53,98.98,19820290.71,99.167,19820290.71,99.167
Average,4:2:6,500,249.98,99.202,249.98,99970951.04,99970951.04,249.48,99.80,99797838.27,99.826,99797838.27,99.826,249.48,99.80,99800181.49,99.829,99800181.49,99.829
Average,4:2:6,1000,499.59,99.600,499.59,199815322.34,199815322.34,499.09,99.90,199647752.36,99.916,199647752.36,99.916,499.09,99.90,199648138.24,99.916,199648138.24,99.916
