stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3,2,0.99,3.030,0.99,198943.96,198943.96,0.65,60.60,165208.53,61.487,165208.53,61.487,0.65,60.60,165001.80,61.439,165001.80,61.439
Average,1:2:3,3,1.50,17.323,1.50,328532.26,328532.26,1.13,76.71,287431.20,81.579,287431.20,81.579,1.13,76.71,287518.48,81.563,287518.48,81.563
Average,1:2:3,4,2.02,31.010,2.02,456961.11,456961.11,1.65,83.33,414751.75,89.437,414751.75,89.437,1.65,83.33,414185.42,89.356,414185.42,89.356
Average,1:2:3,5,2.53,41.505,2.53,592330.56,592330.56,2.16,86.63,549918.55,92.050,549918.55,92.050,2.16,86.63,550844.03,92.182,550844.03,92.182
Average,1:2:3,10,5.01,65.879,5.01,1200743.05,1200743.05,4.69,93.85,1164565.29,96.787,1164565.29,96.787,4.69,93.85,1165758.11,96.882,1165758.11,96.882
Average,1:2:3,15,7.52,76.138,7.52,1846782.47,1846782.47,7.18,95.52,1808709.20,97.895,1808709.20,97.895,7.18,95.52,1808296.32,97.886,1808296.32,97.886
Average,1:2:3,25,12.37,84.881,12.37,3041502.28,3041502.28,12.00,97.07,3000917.89,98.642,3000917.89,98.642,12.00,97.07,3001362.02,98.654,3001362.02,98.654
Average,1:2:3,50,25.16,92.313,25.16,6253687.20,6253687.20,24.83,98.69,6218934.03,99.437,6218934.03,99.437,24.83,98.69,6219668.51,99.449,6219668.51,99.449
Average,1:2:3,100,49.86,96.056,49.86,12359095.90,12359095.90,49.44,99.15,12314990.06,99.642,12314990.06,99.642,49.44,99.15,12315242.45,99.643,12315242.45,99.643
Average,1:2:3,500,249.50,99.201,249.50,62377537.14,62377537.14,249.16,99.86,62338191.88,99.937,62338191.88,99.937,249.16,99.86,62338575.21,99.937,62338575.21,99.937
Average,1:2:3,1000,500.12,99.600,500.12,124855883.38,124855883.38,499.80,99.93,124820097.06,99.971,124820097.06,99.971,499.80,99.93,124820005.45,99.971,124820005.45,99.971
