stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3,2,0.96,2.626,0.96,416799.05,416799.05,0.62,58.48,365748.66,59.496,365748.66,59.496,0.62,58.48,366153.10,59.515,366153.10,59.515
Average,1:2:3,3,1.45,15.303,1.45,705504.89,705504.89,1.11,78.03,663115.87,82.430,663115.87,82.430,1.11,78.03,662402.53,82.659,662402.53,82.659
Average,1:2:3,4,1.99,30.282,1.99,1099353.86,1099353.86,1.67,85.12,1057754.77,91.723,1057754.77,91.723,1.67,85.12,1057380.75,91.761,1057380.75,91.761
Average,1:2:3,5,2.47,40.242,2.47,1310716.66,1310716.66,2.10,85.68,1275071.52,93.663,1275071.52,93.663,2.10,85.68,1274138.33,93.670,1274138.33,93.670
Average,1:2:3,10,4.96,65.597,4.96,2873437.83,2873437.83,4.65,93.96,2840073.63,97.853,2840073.63,97.853,4.65,93.96,2841758.08,97.836,2841758.08,97.836
Average,1:2:3,15,7.40,75.797,7.40,4386956.26,4386956.26,7.06,95.39,4363881.30,98.658,4363881.30,98.658,7.06,95.39,4362872.09,98.661,4362872.09,98.661
Average,1:2:3,25,12.39,84.902,12.39,6997576.96,6997576.96,12.00,96.93,6970078.11,99.065,6970078.11,99.065,12.00,96.93,6969929.02,99.059,6969929.02,99.059
Average,1:2:3,50,24.81,92.213,24.81,14038282.28,14038282.28,24.51,98.77,14018639.16,99.674,14018639.16,99.674,24.51,98.77,14017984.58,99.672,14017984.58,99.672
Average,1:2:3,100,49.96,96.064,49.96,29528562.06,29528562.06,49.62,99.31,29494782.67,99.815,29494782.67,99.815,49.62,99.31,29495034.20,99.809,29495034.20,99.809
Average,1:2:3,500,249.73,99.201,249.75,144961885.92,144961885.92,249.40,99.86,144932926.55,99.966,144932926.55,99.966,249.40,99.86,144933685.56,99.965,144933685.56,99.965
Average,1:2:3,1000,500.80,99.601,500.83,285149903.27,285149903.27,500.45,99.92,285118959.39,99.981,285118959.39,99.981,500.45,99.92,285118627.02,99.981,285118627.02,99.981
