stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,3:3,2,1.01,0.707,1.01,132107.04,132107.04,0.50,48.93,76153.99,45.683,76153.99,45.683,0.50,48.93,76072.83,45.682,76072.83,45.682
Average,3:3,3,1.48,16.161,1.48,200926.87,200926.87,0.98,71.66,146282.31,72.369,146282.31,72.369,0.98,71.66,146011.15,72.442,146011.15,72.442
Average,3:3,4,1.96,31.010,1.96,276241.36,276241.36,1.47,76.21,220975.23,78.470,220975.23,78.470,1.47,76.21,221750.38,78.883,221750.38,78.883
Average,3:3,5,2.47,41.121,2.47,357550.51,357550.51,1.96,80.80,296361.66,82.523,296361.66,82.523,1.96,80.80,296571.69,82.535,296571.69,82.535
Average,3:3,10,5.05,66.555,5.05,741238.66,741238.66,4.57,91.00,685171.03,92.418,685171.03,92.418,4.57,91.00,683655.25,92.208,683655.25,92.208
Average,3:3,15,7.50,76.262,7.50,1120188.54,1120188.54,7.05,94.16,1061559.20,94.753,1061559.20,94.753,7.05,94.16,1061159.27,94.717,1061159.27,94.717
Average,3:3,25,12.49,85.086,12.49,1846880.25,1846880.25,11.93,95.56,1783285.26,96.530,1783285.26,96.530,11.93,95.56,1782586.52,96.493,1782586.52,96.493
Average,3:3,50,25.00,92.285,25.00,3727583.40,3727583.40,24.51,98.01,3665389.33,98.325,3665389.33,98.325,24.51,98.01,3664601.74,98.304,3664601.74,98.304
Average,3:3,100,50.01,96.071,50.01,7492474.64,7492474.64,49.54,99.06,7434230.32,99.219,7434230.32,99.219,49.54,99.06,7433661.33,99.211,7433661.33,99.211
Average,3:3,500,249.92,99.202,249.92,37493353.47,37493353.47,249.40,99.79,37429222.55,99.828,37429222.55,99.828,249.40,99.79,37430141.78,99.831,37430141.78,99.831
Average,3:3,1000,499.31,99.600,499.31,74941595.16,74941595.16,498.85,99.90,74880536.85,99.918,74880536.85,99.918,498.85,99.90,74881260.03,99.919,74881260.03,99.919
