stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:3:2:1,2,0.99,0.000,0.99,588148.68,588148.68,0.30,30.90,283723.93,30.492,283723.93,30.492,0.30,30.90,278221.26,29.200,278221.26,29.200
Average,4:3:2:1,3,1.48,16.161,1.48,858280.50,858280.50,0.92,67.87,638219.92,78.078,638219.92,78.078,0.92,67.87,562294.18,71.565,562294.18,71.565
Average,4:3:2:1,4,1.97,31.818,1.97,1234415.26,1234415.26,1.41,72.22,1035004.48,80.900,1035004.48,80.900,1.41,72.22,948273.48,76.117,948273.48,76.117
Average,4:3:2:1,5,2.50,41.515,2.50,1434002.00,1434002.00,1.96,79.89,1295276.58,86.933,1295276.58,86.933,1.96,79.89,1206431.42,83.221,1206431.42,83.221
Average,4:3:2:1,10,4.95,66.152,4.95,3180572.96,3180572.96,4.40,89.17,2978522.67,93.027,2978522.67,93.027,4.40,89.17,2883424.19,91.274,2883424.19,91.274
Average,4:3:2:1,15,7.47,76.244,7.47,5093401.02,5093401.02,6.92,92.67,4933643.25,95.896,4933643.25,95.896,6.92,92.67,4771441.37,93.989,4771441.37,93.989
Average,4:3:2:1,25,12.31,84.917,12.31,8721334.41,8721334.41,11.70,95.06,8534008.24,97.121,8534008.24,97.121,11.70,95.06,8359977.52,96.040,8359977.52,96.040
Average,4:3:2:1,50,25.01,92.297,25.01,16969870.09,16969870.09,24.44,97.76,16788009.28,98.633,16788009.28,98.633,24.44,97.76,16685896.10,98.206,16685896.10,98.206
Average,4:3:2:1,100,49.86,96.063,49.86,34746693.62,34746693.62,49.29,98.87,34577732.37,99.329,34577732.37,99.329,49.29,98.87,34436390.19,99.080,34436390.19,99.080
Average,4:3:2:1,500,249.96,99.202,249.96,170973134.80,170973134.80,249.37,99.76,170787811.64,99.870,170787811.64,99.870,249.37,99.76,170690410.76,99.818,170690410.76,99.818
Average,4:3:2:1,1000,499.96,99.600,499.96,345427776.11,345427776.11,499.38,99.88,345267459.64,99.936,345267459.64,99.936,499.38,99.88,345156360.50,99.917,345156360.50,99.917
