stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1,2,0.94,3.030,0.94,2855.47,2855.47,0.53,50.30,2244.75,52.031,2244.75,52.031,0.53,50.30,2244.75,52.031,2244.75,52.031
Average,1:1:1:1:1:1:1:1:1,3,1.43,23.131,1.43,4521.14,4521.14,0.97,67.37,3910.58,75.349,3910.58,75.349,0.97,67.37,3910.58,75.349,3910.58,75.349
Average,1:1:1:1:1:1:1:1:1,4,2.03,44.848,2.03,6825.67,6825.67,1.53,75.85,6122.43,86.543,6122.43,86.543,1.53,75.85,6122.43,86.543,6122.43,86.543
Average,1:1:1:1:1:1:1:1:1,5,2.47,55.101,2.47,8838.78,8838.78,2.03,83.18,8207.34,91.855,8207.34,91.855,2.03,83.18,8207.34,91.855,8207.34,91.855
Average,1:1:1:1:1:1:1:1:1,10,5.06,79.474,5.06,18798.48,18798.48,4.53,89.90,18161.22,96.404,18161.22,96.404,4.53,89.90,18161.22,96.404,18161.22,96.404
Average,1:1:1:1:1:1:1:1:1,15,7.56,86.513,7.56,28653.33,28653.33,7.04,93.19,28025.80,97.758,28025.80,97.758,7.04,93.19,28025.80,97.758,28025.80,97.758
Average,1:1:1:1:1:1:1:1:1,25,12.49,91.906,12.49,48114.36,48114.36,11.96,95.84,47502.28,98.705,47502.28,98.705,11.96,95.84,47502.28,98.705,47502.28,98.705
Average,1:1:1:1:1:1:1:1:1,50,25.00,95.979,25.00,99105.60,99105.60,24.47,97.88,98527.52,99.414,98527.52,99.414,24.47,97.88,98527.52,99.414,98527.52,99.414
Average,1:1:1:1:1:1:1:1:1,100,49.96,97.992,49.96,196154.82,196154.82,49.43,98.93,195586.71,99.712,195586.71,99.712,49.43,98.93,195586.71,99.712,195586.71,99.712
Average,1:1:1:1:1:1:1:1:1,500,250.24,99.600,250.24,1000889.24,1000889.24,249.72,99.79,1000300.90,99.941,1000300.90,99.941,249.72,99.79,1000300.90,99.941,1000300.90,99.941
Average,1:1:1:1:1:1:1:1:1,1000,500.84,99.800,500.84,2002174.42,2002174.42,500.37,99.90,2001653.78,99.973,2001653.78,99.973,500.37,99.90,2001653.78,99.973,2001653.78,99.973
