stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:3:2:1,2,1.00,0.000,1.00,2571.01,2571.01,0.44,44.24,1346.16,43.211,1346.16,43.211,0.44,44.24,1322.83,42.447,1322.83,42.447
Average,4:3:2:1,3,1.41,13.939,1.41,3759.16,3759.16,0.93,72.12,2776.65,74.058,2776.65,74.058,0.93,72.12,2776.32,73.921,2776.32,73.921
Average,4:3:2:1,4,2.01,32.828,2.01,5516.10,5516.10,1.47,73.93,4457.56,79.404,4457.56,79.404,1.47,73.93,4468.19,79.616,4468.19,79.616
Average,4:3:2:1,5,2.50,41.616,2.50,6979.26,6979.26,1.96,80.90,5771.13,82.942,5771.13,82.942,1.96,80.90,5815.19,83.552,5815.19,83.552
Average,4:3:2:1,10,5.03,66.591,5.03,14719.41,14719.41,4.47,89.25,13432.03,91.268,13432.03,91.268,4.47,89.25,13429.26,91.183,13429.26,91.183
Average,4:3:2:1,15,7.52,76.396,7.52,22534.86,22534.86,6.97,92.84,21253.51,94.326,21253.51,94.326,6.97,92.84,21255.43,94.314,21255.43,94.314
Average,4:3:2:1,25,12.46,85.086,12.46,36944.64,36944.64,11.91,95.63,35731.84,96.718,35731.84,96.718,11.91,95.63,35715.07,96.668,35715.07,96.668
Average,4:3:2:1,50,25.06,92.311,25.06,74647.03,74647.03,24.50,97.79,73395.32,98.322,73395.32,98.322,24.50,97.79,73417.10,98.347,73417.10,98.347
Average,4:3:2:1,100,50.14,96.085,50.14,150026.02,150026.02,49.52,98.77,148665.39,99.093,148665.39,99.093,49.52,98.77,148641.29,99.077,148641.29,99.077
Average,4:3:2:1,500,249.89,99.202,249.89,749501.61,749501.61,249.29,99.76,748278.55,99.836,748278.55,99.836,249.29,99.76,748233.97,99.830,748233.97,99.830
Average,4:3:2:1,1000,499.39,99.600,499.39,1497504.77,1497504.77,498.80,99.88,1496141.13,99.908,1496141.13,99.908,498.80,99.88,1496167.45,99.910,1496167.45,99.910
