stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,4:2:6,2,1.00,0.000,1.00,876089.87,876089.87,0.58,58.78,530154.62,56.995,530154.62,56.995,0.58,58.78,500112.39,55.500,500112.39,55.500
Average,4:2:6,3,1.48,16.161,1.48,1302726.23,1302726.23,1.00,74.24,1056873.16,80.674,1056873.16,80.674,1.00,74.24,967466.08,74.471,967466.08,74.471
Average,4:2:6,4,1.96,31.919,1.96,1906759.05,1906759.05,1.46,75.25,1503703.07,81.309,1503703.07,81.309,1.46,75.25,1421898.78,77.787,1421898.78,77.787
Average,4:2:6,5,2.53,42.222,2.53,2308636.76,2308636.76,1.97,79.79,2026130.92,85.553,2026130.92,85.553,1.97,79.79,1918747.38,82.495,1918747.38,82.495
Average,4:2:6,10,4.92,65.864,4.92,4537640.18,4537640.18,4.36,89.08,4292651.19,92.318,4292651.19,92.318,4.36,89.08,4156862.93,90.589,4156862.93,90.589
Average,4:2:6,15,7.58,76.576,7.58,6724262.41,6724262.41,7.09,93.69,6515572.94,95.809,6515572.94,95.809,7.09,93.69,6393500.06,94.654,6393500.06,94.654
Average,4:2:6,25,12.38,85.001,12.38,11594839.38,11594839.38,11.84,95.72,11300730.46,97.141,11300730.46,97.141,11.84,95.72,11122031.24,96.308,11122031.24,96.308
Average,4:2:6,50,25.09,92.319,25.09,22550276.15,22550276.15,24.59,98.04,22213466.36,98.620,22213466.36,98.620,24.59,98.04,22112204.49,98.333,22112204.49,98.333
Average,4:2:6,100,50.04,96.077,50.04,45954036.80,45954036.80,49.58,99.10,45753700.45,99.417,45753700.45,99.417,49.58,99.10,45633395.91,99.260,45633395.91,99.260
Average,4:2:6,500,249.87,99.202,249.88,229893449.27,229893449.27,249.39,99.80,229596886.99,99.869,229596886.99,99.869,249.39,99.80,229447847.61,99.830,229447847.61,99.830
Average,4:2:6,1000,500.28,99.600,500.28,461554753.29,461554753.29,499.80,99.90,461338066.26,99.939,461338066.26,99.939,499.80,99.90,461206103.10,99.917,461206103.10,99.917
