stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2,2,1.00,2.626,1.00,240160.70,240160.70,0.50,46.96,186853.51,47.981,186853.51,47.981,0.50,46.96,181855.95,46.839,181855.95,46.839
Average,2:2,3,1.50,16.666,1.50,275303.03,275303.03,0.97,67.37,214155.05,73.536,214155.05,73.536,0.97,67.37,201092.87,71.041,201092.87,71.041
Average,2:2,4,1.96,30.202,1.96,370383.78,370383.78,1.48,76.56,310612.41,82.784,310612.41,82.784,1.48,76.56,304489.51,81.130,304489.51,81.130
Average,2:2,5,2.40,39.232,2.40,647273.70,647273.70,1.96,81.51,560706.90,85.179,560706.90,85.179,1.96,81.51,560104.88,84.580,560104.88,84.580
Average,2:2,10,5.06,66.369,5.06,1037964.89,1037964.89,4.54,90.00,984320.05,94.010,984320.05,94.010,4.54,90.00,971668.85,92.987,971668.85,92.987
Average,2:2,15,7.49,76.069,7.50,1675812.56,1675812.56,7.00,93.44,1627909.99,96.030,1627909.99,96.030,7.00,93.37,1594595.44,95.283,1594595.44,95.283
Average,2:2,25,12.60,85.171,12.60,3167571.09,3167571.09,12.12,96.21,3123262.36,97.778,3123262.36,97.778,12.12,96.16,3090570.91,97.456,3090570.91,97.456
Average,2:2,50,25.05,92.284,25.05,5843353.75,5843353.75,24.61,98.27,5784811.27,98.949,5784811.27,98.949,24.61,98.27,5780241.30,98.774,5780241.30,98.774
Average,2:2,100,50.20,96.085,50.24,11472264.90,11472264.90,49.69,98.98,11416864.01,99.391,11416864.01,99.391,49.69,98.91,11400661.75,99.273,11400661.75,99.273
Average,2:2,500,250.35,99.203,250.43,57307476.54,57307476.54,249.96,99.84,57273912.51,99.899,57273912.51,99.899,249.96,99.81,57247826.79,99.873,57247826.79,99.873
Average,2:2,1000,499.75,99.600,499.90,114723576.90,114723576.90,499.40,99.93,114662121.40,99.934,114662121.40,99.934,499.40,99.90,114634138.12,99.925,114634138.12,99.925
