stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:3,2,0.98,1.818,0.98,275213.56,275213.56,0.54,51.81,153017.45,51.378,153017.45,51.378,0.54,51.81,147352.60,50.614,147352.60,50.614
Average,2:3,3,1.49,16.363,1.49,444790.22,444790.22,1.02,72.72,381590.92,80.133,381590.92,80.133,1.02,72.72,349806.49,75.373,349806.49,75.373
Average,2:3,4,2.01,31.919,2.01,605825.46,605825.46,1.57,78.98,526870.80,84.791,526870.80,84.791,1.57,78.98,507012.10,82.447,507012.10,82.447
Average,2:3,5,2.50,41.232,2.50,788528.58,788528.58,2.09,84.09,700868.46,88.808,700868.46,88.808,2.09,84.09,679866.79,86.562,679866.79,86.562
Average,2:3,10,4.97,66.008,4.97,1790440.55,1790440.55,4.48,90.20,1673538.14,93.796,1673538.14,93.796,4.48,90.20,1653853.79,93.024,1653853.79,93.024
Average,2:3,15,7.45,76.038,7.45,2657238.66,2657238.66,7.04,94.56,2588008.40,96.670,2588008.40,96.670,7.04,94.56,2534085.93,95.699,2534085.93,95.699
Average,2:3,25,12.51,85.085,12.51,4436033.33,4436033.33,12.01,96.08,4383971.07,97.777,4383971.07,97.777,12.01,96.08,4320681.26,97.237,4320681.26,97.237
Average,2:3,50,24.92,92.256,24.92,8780349.21,8780349.21,24.50,98.36,8711346.83,98.932,8711346.83,98.932,24.50,98.33,8671239.97,98.654,8671239.97,98.654
Average,2:3,100,50.20,96.086,50.20,17559685.83,17559685.83,49.75,99.11,17466145.96,99.444,17466145.96,99.444,49.75,99.11,17426502.78,99.315,17426502.78,99.315
Average,2:3,500,249.55,99.201,249.59,86687972.47,86687972.47,249.18,99.85,86634601.41,99.899,86634601.41,99.899,249.18,99.83,86578149.90,99.870,86578149.90,99.870
Average,2:3,1000,499.82,99.600,499.94,172140814.97,172140814.97,499.52,99.93,172070690.05,99.947,172070690.05,99.947,499.52,99.91,172022361.64,99.931,172022361.64,99.931
