stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,2,0.98,5.454,0.98,5461.65,5461.65,0.53,48.48,4325.14,52.133,4325.14,52.133,0.53,48.48,4325.14,52.133,4325.14,52.133
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,3,1.48,24.747,1.48,9429.84,9429.84,1.04,72.62,8312.89,82.668,8312.89,82.668,1.04,72.62,8312.89,82.668,8312.89,82.668
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,4,1.95,41.919,1.95,12925.16,12925.16,1.48,77.17,11820.57,88.172,11820.57,88.172,1.48,77.17,11820.57,88.172,11820.57,88.172
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,5,2.54,57.424,2.54,17468.71,17468.71,2.04,81.26,16194.99,91.364,16194.99,91.364,2.04,81.26,16194.99,91.364,16194.99,91.364
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,10,4.97,79.210,4.97,37106.38,37106.38,4.52,91.06,36015.49,96.832,36015.49,96.832,4.52,91.06,36015.49,96.832,36015.49,96.832
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,15,7.44,86.274,7.44,56510.55,56510.55,6.92,93.18,55289.35,97.793,55289.35,97.793,6.92,93.18,55289.35,97.793,55289.35,97.793
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,25,12.40,91.837,12.40,95948.35,95948.35,11.88,95.83,94910.34,98.869,94910.34,98.869,11.88,95.83,94910.34,98.869,94910.34,98.869
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,50,25.06,95.992,25.06,197852.86,197852.86,24.51,97.80,196758.74,99.444,196758.74,99.444,24.51,97.80,196758.74,99.444,196758.74,99.444
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,100,49.93,97.992,49.93,394960.70,394960.70,49.36,98.85,393760.08,99.694,393760.08,99.694,49.36,98.85,393760.08,99.694,393760.08,99.694
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,500,249.50,99.598,249.50,1988051.21,1988051.21,248.99,99.79,1986969.55,99.945,1986969.55,99.945,248.99,99.79,1986969.55,99.945,1986969.55,99.945
Average,1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1:1,1000,500.25,99.800,500.25,3988886.90,3988886.90,499.77,99.90,3987855.10,99.974,3987855.10,99.974,499.77,99.90,3987855.10,99.974,3987855.10,99.974
