stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:2,2,0.99,3.232,0.99,1583.82,1583.82,0.63,58.78,1249.18,59.932,1249.18,59.932,0.63,58.78,1236.94,59.553,1236.94,59.553
Average,1:2:2,3,1.42,15.050,1.42,2529.18,2529.18,1.05,74.64,2195.55,79.773,2195.55,79.773,1.05,74.64,2197.14,79.792,2197.14,79.792
Average,1:2:2,4,2.01,30.767,2.01,3481.10,3481.10,1.65,83.48,3188.48,90.550,3188.48,90.550,1.65,83.48,3189.45,90.534,3189.45,90.534
Average,1:2:2,5,2.46,39.959,2.46,4497.79,4497.79,2.09,85.65,4197.30,92.278,4197.30,92.278,2.09,85.65,4205.63,92.407,4205.63,92.407
Average,1:2:2,10,4.99,65.796,4.99,9421.17,9421.17,4.58,92.02,9069.37,96.079,9069.37,96.079,4.58,92.02,9069.99,96.087,9069.99,96.087
Average,1:2:2,15,7.50,76.066,7.50,14700.81,14700.81,7.11,94.86,14397.79,97.826,14397.79,97.826,7.11,94.86,14396.18,97.805,14396.18,97.805
Average,1:2:2,25,12.61,85.119,12.61,24553.68,24553.68,12.18,96.71,24224.97,98.646,24224.97,98.646,12.18,96.71,24224.31,98.653,24224.31,98.653
Average,1:2:2,50,24.87,92.222,24.87,49755.20,49755.20,24.51,98.58,49456.01,99.399,49456.01,99.399,24.51,98.58,49445.23,99.377,49445.23,99.377
Average,1:2:2,100,50.20,96.082,50.20,100033.18,100033.18,49.84,99.30,99747.47,99.710,99747.47,99.710,49.84,99.30,99741.91,99.705,99741.91,99.705
Average,1:2:2,500,250.46,99.204,250.46,499940.15,499940.15,250.07,99.84,499615.92,99.935,499615.92,99.935,250.07,99.84,499614.78,99.934,499614.78,99.934
Average,1:2:2,1000,500.14,99.600,500.14,999389.34,999389.34,499.83,99.93,999115.19,99.972,999115.19,99.972,499.83,99.93,999119.49,99.973,999119.49,99.973
