stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,2:2,2,1.00,1.818,1.00,827.33,827.33,0.49,46.36,528.48,45.226,528.48,45.226,0.49,46.36,529.04,45.323,529.04,45.323
Average,2:2,3,1.50,16.969,1.50,1334.72,1334.72,0.98,67.57,989.22,70.215,989.22,70.215,0.98,67.57,995.98,70.625,995.98,70.625
Average,2:2,4,2.06,32.727,2.06,1889.13,1889.13,1.50,72.92,1512.16,77.110,1512.16,77.110,1.50,72.92,1505.08,76.782,1505.08,76.782
Average,2:2,5,2.53,41.797,2.53,2377.17,2377.17,2.04,81.21,2021.20,84.133,2021.20,84.133,2.04,81.21,2008.16,83.601,2008.16,83.601
Average,2:2,10,5.00,65.854,5.00,4908.59,4908.59,4.47,89.97,4538.86,92.345,4538.86,92.345,4.47,89.97,4543.59,92.466,4543.59,92.466
Average,2:2,15,7.40,75.897,7.40,7289.61,7289.61,6.91,93.53,6948.51,95.261,6948.51,95.261,6.91,93.53,6943.81,95.197,6943.81,95.197
Average,2:2,25,12.49,85.007,12.49,12405.62,12405.62,12.00,96.14,12015.35,96.809,12015.35,96.809,12.00,96.14,12038.50,97.010,12038.50,97.010
Average,2:2,50,25.01,92.273,25.01,24746.47,24746.47,24.52,98.03,24366.06,98.450,24366.06,98.450,24.52,98.03,24371.47,98.473,24371.47,98.473
Average,2:2,100,50.76,96.128,50.76,50653.02,50653.02,50.21,98.92,50267.41,99.234,50267.41,99.234,50.21,98.92,50268.85,99.237,50268.85,99.237
Average,2:2,500,250.76,99.205,250.76,250361.13,250361.13,250.27,99.80,249978.24,99.847,249978.24,99.847,250.27,99.80,249964.15,99.841,249964.15,99.841
Average,2:2,1000,500.37,99.601,500.37,499485.32,499485.32,499.84,99.89,499087.37,99.920,499087.37,99.920,499.84,99.89,499096.36,99.922,499096.36,99.922
