stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
Average,1:2:3,2,0.98,2.424,0.98,673429.89,673429.89,0.66,63.03,593451.86,63.775,593451.86,63.775,0.66,63.03,591090.11,63.768,591090.11,63.768
Average,1:2:3,3,1.46,15.959,1.46,729437.02,729437.02,1.09,76.66,676499.04,82.743,676499.04,82.743,1.09,76.66,677826.30,82.952,677826.30,82.952
Average,1:2:3,4,2.01,31.515,2.01,1103320.30,1103320.30,1.64,81.01,1049418.29,88.821,1049418.29,88.821,1.64,81.01,1049942.51,88.620,1049942.51,88.620
Average,1:2:3,5,2.46,39.414,2.46,1740649.90,1740649.90,2.10,86.31,1701329.89,94.725,1701329.89,94.725,2.10,86.31,1702439.84,94.718,1702439.84,94.718
Average,1:2:3,10,4.97,65.896,4.97,2858659.36,2858659.36,4.59,92.37,2821808.03,97.692,2821808.03,97.692,4.59,92.37,2821923.80,97.722,2821923.80,97.722
Average,1:2:3,15,7.38,75.752,7.38,4086210.90,4086210.90,7.00,95.05,4059514.93,98.327,4059514.93,98.327,7.00,95.05,4058951.04,98.328,4058951.04,98.328
Average,1:2:3,25,12.50,85.029,12.50,6279778.69,6279778.69,12.10,96.83,6250241.09,99.083,6250241.09,99.083,12.10,96.83,6250560.47,99.100,6250560.47,99.100
Average,1:2:3,50,24.93,92.240,24.93,14771417.11,14771417.11,24.52,98.36,14740263.85,99.565,14740263.85,99.565,24.52,98.36,14738401.19,99.572,14738401.19,99.572
Average,1:2:3,100,49.99,96.067,49.99,29153258.55,29153258.55,49.63,99.28,29122686.21,99.799,29122686.21,99.799,49.63,99.28,29122766.40,99.798,29122766.40,99.798
Average,1:2:3,500,249.33,99.200,249.33,144272689.18,144272689.18,249.00,99.86,144246551.21,99.968,144246551.21,99.968,249.00,99.86,144243263.61,99.967,144243263.61,99.967
Average,1:2:3,1000,499.42,99.600,499.45,282581727.20,282581727.20,499.10,99.93,282547575.07,99.980,282547575.07,99.980,499.10,99.92,282547966.21,99.980,282547966.21,99.980
