stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio
A,1:8,2,1,1,40419,1,100.0,40419.0,100.0,1,100.0,40419.0,100.0
A,1:8,3,2,2,55799,1,50.0,45067.0,80.767,1,50.0,45067.0,80.767
A,1:8,4,3,3,62241,2,66.666,54369.67,87.353,2,66.666,54369.67,87.353
A,1:8,5,4,4,78698,3,75.0,71363.0,90.68,3,75.0,71363.0,90.68
A,1:8,10,7,7,125917,7,100.0,125917.0,100.0,7,100.0,125917.0,100.0
A,1:8,15,8,8,204604,8,100.0,204604.0,100.0,8,100.0,204604.0,100.0
A,1:8,25,15,15,351633,14,93.333,336655.4,95.741,15,100.0,351633.0,100.0
A,1:8,50,26,26,3677138,25,96.153,3644683.62,99.117,25,96.153,3644683.62,99.117
A,1:8,100,52,53,15682587,52,98.113,15682587.0,100.0,52,98.113,15568714.4,99.274
A,1:8,500,254,254,58937175,254,100.0,58937175.0,100.0,254,100.0,58937175.0,100.0
A,1:8,1000,516,516,102325195,515,99.806,102176818.75,99.855,516,100.0,102325195.0,100.0
A,1:8,2000,1020,1020,131187460,1018,99.803,131095266.35,99.93,1019,99.901,131141363.18,99.965
A,1:8,5000,2536,2536,531250489,2535,99.96,531097789.22,99.971,2536,100.0,531250489.0,100.0
A,1:8,10000,5063,5064,1078342323,5063,99.98,1078342323.0,100.0,5063,99.98,1078285609.13,99.995
A,1:8,10466,5286,5286,1267909168,5285,99.981,1267849395.99,99.995,5285,99.981,1267849395.99,99.995
AGNC,1:8,2,2,2,7280,1,50.0,5080.0,69.78,1,50.0,5080.0,69.78
AGNC,1:8,3,2,2,10000,2,100.0,10000.0,100.0,2,100.0,10000.0,100.0
AGNC,1:8,4,3,3,12559,2,66.666,9386.67,74.741,2,66.666,9386.67,74.741
AGNC,1:8,5,4,4,15519,3,75.0,13359.0,86.082,3,75.0,13359.0,86.082
AGNC,1:8,10,7,7,35214,6,85.714,32674.57,92.789,6,85.714,32674.57,92.789
AGNC,1:8,15,9,9,50575,9,100.0,50575.0,100.0,9,100.0,50575.0,100.0
AGNC,1:8,25,16,16,160988,15,93.75,153836.0,95.557,16,100.0,160988.0,100.0
AGNC,1:8,50,27,27,647786,27,100.0,647786.0,100.0,27,100.0,647786.0,100.0
AGNC,1:8,100,55,55,1188053,54,98.181,1177199.47,99.086,54,98.181,1177199.47,99.086
AGNC,1:8,500,254,254,16165699,253,99.606,16143150.06,99.861,253,99.606,16143150.06,99.861
AGNC,1:8,1000,513,513,30637460,513,100.0,30637460.0,100.0,513,100.0,30637460.0,100.0
AGNC,1:8,2000,1009,1009,73728944,1007,99.801,73672033.59,99.923,1008,99.9,73700488.79,99.961
AGNC,1:8,5000,2534,2534,185275778,2533,99.96,185248429.58,99.985,2534,100.0,185275778.0,100.0
AGNC,1:8,6200,3125,3125,219473525,3125,100.0,219473525.0,100.0,3125,100.0,219473525.0,100.0
AMZN,1:8,2,1,1,4256,1,100.0,4256.0,100.0,1,100.0,4256.0,100.0
AMZN,1:8,3,2,2,6009,1,50.0,5088.0,84.673,1,50.0,5088.0,84.673
AMZN,1:8,4,2,2,7921,2,100.0,7921.0,100.0,2,100.0,7921.0,100.0
AMZN,1:8,5,3,3,9007,2,66.666,8505.0,94.427,2,66.666,8505.0,94.427
AMZN,1:8,10,6,6,17099,4,66.666,15177.67,88.763,5,83.333,16138.33,94.382
AMZN,1:8,15,9,9,21440,7,77.777,20471.78,95.484,8,88.888,20955.89,97.742
AMZN,1:8,25,15,15,27843,14,93.333,27131.47,97.444,14,93.333,27131.47,97.444
AMZN,1:8,50,27,28,123341,26,92.857,119571.33,96.944,27,96.428,122571.0,99.376
AMZN,1:8,100,55,55,530585,53,96.363,523170.6,98.603,55,100.0,530585.0,100.0
AMZN,1:8,500,254,254,71899760,253,99.606,71871925.42,99.961,253,99.606,71871925.42,99.961
AMZN,1:8,1000,503,503,205172773,503,100.0,205172773.0,100.0,503,100.0,205172773.0,100.0
AMZN,1:8,2000,1007,1007,315554116,1006,99.9,315429157.61,99.96,1006,99.9,315429157.61,99.96
AMZN,1:8,5000,2525,2525,5035206318,2524,99.96,5034916416.34,99.994,2524,99.96,5034916416.34,99.994
AMZN,1:8,10000,5046,5046,18384506363,5046,100.0,18384506363.0,100.0,5046,100.0,18384506363.0,100.0
AMZN,1:8,11734,5912,5912,32747405374,5912,100.0,32747405374.0,100.0,5912,100.0,32747405374.0,100.0
BA,1:8,2,2,2,137,1,50.0,126.0,91.971,1,50.0,126.0,91.971
BA,1:8,3,2,2,269,2,100.0,269.0,100.0,2,100.0,269.0,100.0
BA,1:8,4,3,3,320,2,66.666,295.67,92.396,2,66.666,295.67,92.396
BA,1:8,5,3,3,504,3,100.0,504.0,100.0,3,100.0,504.0,100.0
BA,1:8,10,7,7,1268,7,100.0,1268.0,100.0,7,100.0,1268.0,100.0
BA,1:8,15,12,12,2183,9,75.0,1946.0,89.143,11,91.666,2104.0,96.381
BA,1:8,25,14,14,7114,13,92.857,6919.57,97.267,13,92.857,6919.57,97.267
