stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio
A,1:4,2,1,1,20209,1,100.0,20209.0,100.0,1,100.0,20209.0,100.0
A,1:4,3,2,2,27899,1,50.0,22533.0,80.766,1,50.0,22533.0,80.766
A,1:4,4,3,3,31120,2,66.666,27184.33,87.353,2,66.666,27184.33,87.353
A,1:4,5,4,4,39348,3,75.0,35681.0,90.681,3,75.0,35681.0,90.681
A,1:4,10,7,7,62957,7,100.0,62957.0,100.0,7,100.0,62957.0,100.0
A,1:4,15,8,8,102300,8,100.0,102300.0,100.0,8,100.0,102300.0,100.0
A,1:4,25,15,15,175812,14,93.333,168323.2,95.74,15,100.0,175812.0,100.0
A,1:4,50,26,26,1838562,25,96.153,1822335.31,99.117,25,96.153,1822335.31,99.117
A,1:4,100,52,53,7841288,52,98.113,7841288.0,100.0,52,98.113,7784351.7,99.274
A,1:4,500,254,254,29468525,254,100.0,29468525.0,100.0,254,100.0,29468525.0,100.0
A,1:4,1000,516,516,51162465,515,99.806,51088277.13,99.855,516,100.0,51162465.0,100.0
A,1:4,2000,1020,1020,65593472,1018,99.803,65547375.18,99.93,1019,99.901,65570423.59,99.965
A,1:4,5000,2536,2536,265624675,2535,99.96,265548325.34,99.971,2536,100.0,265624675.0,100.0
A,1:4,10000,5063,5064,539170028,5063,99.98,539170028.0,100.0,5063,99.98,539141671.06,99.995
A,1:4,10466,5286,5286,633953401,5285,99.981,633923514.99,99.995,5285,99.981,633923514.99,99.995
AGNC,1:4,2,2,2,3640,1,50.0,2540.0,69.78,1,50.0,2540.0,69.78
AGNC,1:4,3,2,2,5000,2,100.0,5000.0,100.0,2,100.0,5000.0,100.0
AGNC,1:4,4,3,3,6279,2,66.666,4693.33,74.747,2,66.666,4693.33,74.747
AGNC,1:4,5,4,4,7759,3,75.0,6679.0,86.081,3,75.0,6679.0,86.081
AGNC,1:4,10,7,7,17606,6,85.714,16336.29,92.788,6,85.714,16336.29,92.788
AGNC,1:4,15,9,9,25287,9,100.0,25287.0,100.0,9,100.0,25287.0,100.0
AGNC,1:4,25,16,16,80492,15,93.75,76916.0,95.557,16,100.0,80492.0,100.0
AGNC,1:4,50,27,27,323890,27,100.0,323890.0,100.0,27,100.0,323890.0,100.0
AGNC,1:4,100,55,55,594021,54,98.181,588594.24,99.086,54,98.181,588594.24,99.086
AGNC,1:4,500,254,254,8082823,253,99.606,8071548.53,99.861,253,99.606,8071548.53,99.861
AGNC,1:4,1000,513,513,15318676,513,100.0,15318676.0,100.0,513,100.0,15318676.0,100.0
AGNC,1:4,2000,1009,1009,36864348,1007,99.801,36835893.79,99.923,1008,99.9,36850120.9,99.961
AGNC,1:4,5000,2534,2534,92637570,2533,99.96,92623895.79,99.985,2534,100.0,92637570.0,100.0
AGNC,1:4,6200,3125,3125,109736381,3125,100.0,109736381.0,100.0,3125,100.0,109736381.0,100.0
AMZN,1:4,2,1,1,2128,1,100.0,2128.0,100.0,1,100.0,2128.0,100.0
AMZN,1:4,3,2,2,3004,1,50.0,2544.0,84.687,1,50.0,2544.0,84.687
AMZN,1:4,4,2,2,3960,2,100.0,3960.0,100.0,2,100.0,3960.0,100.0
AMZN,1:4,5,3,3,4503,2,66.666,4252.0,94.426,2,66.666,4252.0,94.426
AMZN,1:4,10,6,6,8549,4,66.666,7588.33,88.763,5,83.333,8068.67,94.381
AMZN,1:4,15,9,9,10718,7,77.777,10234.89,95.493,8,88.888,10476.44,97.746
AMZN,1:4,25,15,15,13919,14,93.333,13563.73,97.448,14,93.333,13563.73,97.448
AMZN,1:4,50,27,28,61667,26,92.857,59782.3,96.944,27,96.428,61282.0,99.376
AMZN,1:4,100,55,55,265283,53,96.363,261575.8,98.603,55,100.0,265283.0,100.0
AMZN,1:4,500,254,254,35949857,253,99.606,35935939.71,99.961,253,99.606,35935939.71,99.961
AMZN,1:4,1000,503,503,102586380,503,100.0,102586380.0,100.0,503,100.0,102586380.0,100.0
AMZN,1:4,2000,1007,1007,157776965,1006,99.9,157714485.81,99.96,1006,99.9,157714485.81,99.96
AMZN,1:4,5000,2525,2525,2517602662,2524,99.96,2517457711.17,99.994,2524,99.96,2517457711.17,99.994
AMZN,1:4,10000,5046,5046,9192252179,5046,100.0,9192252179.0,100.0,5046,100.0,9192252179.0,100.0
AMZN,1:4,11734,5912,5912,16373701434,5912,100.0,16373701434.0,100.0,5912,100.0,16373701434.0,100.0
BA,1:4,2,2,2,68,1,50.0,63.0,92.647,1,50.0,63.0,92.647
BA,1:4,3,2,2,134,2,100.0,134.0,100.0,2,100.0,134.0,100.0
BA,1:4,4,3,3,159,2,66.666,147.33,92.662,2,66.666,147.33,92.662
BA,1:4,5,3,3,251,3,100.0,251.0,100.0,3,100.0,251.0,100.0
BA,1:4,10,7,7,631,7,100.0,631.0,100.0,7,100.0,631.0,100.0
BA,1:4,15,12,12,1087,9,75.0,970.0,89.236,11,91.666,1048.0,96.412
BA,1:4,25,14,14,3553,13,92.857,3456.29,97.278,13,92.857,3456.29,97.278
BA,1:4,50,28,28,6712,27,96.428,6588.86,98.165,27,96.428,6588.86,98.165
BA,1:4,100,57,57,19400,55,96.491,19075.65,98.328,57,100.0,19400.0,100.0
BA,1:4,500,269,269,144816,266,98.884,143688.09,99.221,269,100.0,144816.0,100.0
BA,1:4,1000,505,505,1066721,504,99.801,1066196.09,99.951,504,99.801,1066196.09,99.951
BA,1:4,2000,1007,1008,5787875,1005,99.702,5784692.85,99.945,1008,100.0,5787875.0,100.0
BA,1:4,5000,2513,2513,23153616,2509,99.84,23146958.62,99.971,2512,99.96,23151951.65,99.993
BA,1:4,10000,5017,5019,468972615,5003,99.681,467857907.56,99.762,5018,99.98,468958765.78,99.997
BA,1:4,20000,10026,10039,2739199379,10025,99.86,2738940216.69,99.991,10038,99.99,2739185349.91,99.999
BA,1:4,29544,14793,14810,5074674354,14788,99.851,5073263257.46,99.972,14809,99.993,5074613597.47,99.999
BAC,1:4,2,1,1,62,1,100.0,62.0,100.0,1,100.0,62.0,100.0
BAC,1:4,3,1,2,62,0,0.0,0.0,0.0,1,50.0,62.0,100.0
BAC,1:4,4,1,3,62,0,0.0,0.0,0.0,2,66.666,62.0,100.0
